generation	eq_score	techniques	status	description
15005	5.200	the_feel_felt_found+ownership_language	discard	crossover
15006	4.888	the_feel_felt_found+personal_touch	discard	swap_ownership_language_for_personal_touch
15007	5.438	the_feel_felt_found+ownership_language	discard	crossover
15008	5.113	none	discard	crossover
15009	5.425	the_feel_felt_found+ownership_language	discard	crossover
15010	5.037	ownership_language+energy_matching	discard	swap_the_feel_felt_found_for_energy_matching
15011	5.450	ownership_language	discard	remove_the_feel_felt_found
15012	5.138	the_feel_felt_found+ownership_language+proactive_extras	discard	add_proactive_extras
15013	5.138	the_feel_felt_found	discard	remove_ownership_language
15014	5.425	ownership_language	discard	remove_the_feel_felt_found
15015	5.425	the_feel_felt_found+ownership_language	discard	temp_0.85
15016	5.350	the_feel_felt_found+ownership_language+warmth_injection	discard	add_warmth_injection
15017	4.925	the_feel_felt_found+ownership_language	discard	temp_0.75
15018	5.325	the_feel_felt_found	discard	crossover
15019	5.450	the_feel_felt_found+ownership_language	discard	tone_change
15020	5.325	the_feel_felt_found+validation_before_solution	discard	swap_ownership_language_for_validation_before_solution
15021	5.037	the_feel_felt_found+ownership_language	discard	temp_0.85
15022	4.825	the_feel_felt_found+ownership_language+energy_matching	discard	add_energy_matching
15023	5.300	the_feel_felt_found+ownership_language	discard	temp_0.70
15024	4.925	ownership_language+genuine_admission	discard	swap_the_feel_felt_found_for_genuine_admission
15025	5.075	the_feel_felt_found+ownership_language	discard	temp_0.75
15026	5.550	the_feel_felt_found+casual_professionalism	discard	swap_ownership_language_for_casual_professionalism
15027	5.450	ownership_language	discard	remove_the_feel_felt_found
15028	5.650	the_feel_felt_found+ownership_language+never_say_calm_down	discard	add_never_say_calm_down
15029	5.450	ownership_language+strategic_agreement	discard	swap_the_feel_felt_found_for_strategic_agreement
15030	5.113	the_feel_felt_found+ownership_language	discard	temp_0.95
15031	5.450	the_feel_felt_found+ownership_language	discard	tone_change
15032	5.450	ownership_language+energy_matching	discard	swap_the_feel_felt_found_for_energy_matching
15033	5.650	the_feel_felt_found	discard	crossover
15034	5.425	the_feel_felt_found+energy_matching	discard	swap_ownership_language_for_energy_matching
15035	4.987	the_feel_felt_found+ownership_language	discard	temp_0.70
15036	5.075	the_feel_felt_found+ownership_language	discard	tone_change
15037	4.925	the_feel_felt_found+ownership_language+strategic_agreement	discard	add_strategic_agreement
15038	5.425	the_feel_felt_found+ownership_language+proactive_extras	discard	add_proactive_extras
15039	5.013	the_feel_felt_found+ownership_language	discard	crossover
15040	5.112	the_feel_felt_found+ownership_language+strategic_agreement	discard	add_strategic_agreement
15041	5.325	ownership_language+warmth_injection	discard	swap_the_feel_felt_found_for_warmth_injection
15042	4.938	the_feel_felt_found+ownership_language	discard	tone_change
15043	5.138	ownership_language	discard	crossover
15044	5.013	the_feel_felt_found+ownership_language	discard	temp_0.85
15045	4.487	ownership_language	discard	crossover
15046	4.888	the_feel_felt_found+ownership_language+casual_professionalism	discard	add_casual_professionalism
15047	5.013	the_feel_felt_found+ownership_language+proactive_extras	discard	add_proactive_extras
15048	5.450	the_feel_felt_found+ownership_language+strategic_agreement	discard	add_strategic_agreement
15049	5.025	the_feel_felt_found+ownership_language	discard	temp_0.90
15050	5.112	the_feel_felt_found	discard	remove_ownership_language
15051	5.650	the_feel_felt_found+strategic_agreement	discard	swap_ownership_language_for_strategic_agreement
15052	5.350	the_feel_felt_found+ownership_language	discard	temp_0.95
15053	5.013	the_feel_felt_found+ownership_language	discard	temp_0.65
15054	5.200	the_feel_felt_found	discard	crossover
15055	5.225	the_feel_felt_found+never_say_calm_down	discard	swap_ownership_language_for_never_say_calm_down
15056	5.237	the_feel_felt_found+ownership_language	discard	tone_change
15057	5.450	the_feel_felt_found+ownership_language	discard	temp_0.85
15058	5.237	the_feel_felt_found+ownership_language	discard	temp_0.90
15059	5.550	the_feel_felt_found+emotional_labeling	discard	swap_ownership_language_for_emotional_labeling
15060	5.450	ownership_language	discard	crossover
15061	5.138	ownership_language	discard	remove_the_feel_felt_found
15062	5.138	the_feel_felt_found+ownership_language	discard	tone_change
15063	4.825	the_feel_felt_found+ownership_language	discard	tone_change
15064	5.213	the_feel_felt_found+ownership_language+validation_before_solution	discard	add_validation_before_solution
15065	5.300	the_feel_felt_found+ownership_language	discard	crossover
15066	5.138	the_feel_felt_found+ownership_language+warmth_injection	discard	add_warmth_injection
15067	4.800	the_feel_felt_found+ownership_language	discard	temp_0.95
15068	5.237	the_feel_felt_found+ownership_language	discard	tone_change
15069	4.888	the_feel_felt_found+ownership_language	discard	tone_change
15070	5.325	the_feel_felt_found+ownership_language	discard	tone_change
15071	5.237	the_feel_felt_found+ownership_language+emotional_labeling	discard	add_emotional_labeling
15072	5.113	the_feel_felt_found+ownership_language+genuine_admission	discard	add_genuine_admission
15073	4.612	the_feel_felt_found+ownership_language	discard	tone_change
15074	5.113	none	discard	crossover
15075	4.487	the_feel_felt_found+ownership_language+never_say_calm_down	discard	add_never_say_calm_down
15076	5.550	the_feel_felt_found+ownership_language	discard	crossover
15077	5.138	ownership_language+mirroring	discard	swap_the_feel_felt_found_for_mirroring
15078	5.450	the_feel_felt_found+ownership_language	discard	temp_0.65
15079	5.325	ownership_language	discard	remove_the_feel_felt_found
15080	5.013	none	discard	crossover
15081	5.450	the_feel_felt_found+ownership_language	discard	temp_0.75
15082	5.200	the_feel_felt_found+ownership_language	discard	tone_change
15083	5.138	the_feel_felt_found+ownership_language+warmth_injection	discard	add_warmth_injection
15084	5.037	the_feel_felt_found+ownership_language+strategic_agreement	discard	add_strategic_agreement
15085	5.237	the_feel_felt_found+ownership_language+emotional_labeling	discard	add_emotional_labeling
15086	5.088	the_feel_felt_found	discard	remove_ownership_language
15087	5.550	the_feel_felt_found+ownership_language	discard	tone_change
15088	5.038	the_feel_felt_found+ownership_language+proactive_extras	discard	add_proactive_extras
15089	4.988	ownership_language+genuine_admission	discard	swap_the_feel_felt_found_for_genuine_admission
15090	5.350	the_feel_felt_found+never_say_calm_down	discard	swap_ownership_language_for_never_say_calm_down
15091	4.513	ownership_language	discard	remove_the_feel_felt_found
15092	5.300	the_feel_felt_found+ownership_language	discard	crossover
15093	5.013	the_feel_felt_found	discard	crossover
15094	5.138	the_feel_felt_found+ownership_language+warmth_injection	discard	add_warmth_injection
15095	5.338	the_feel_felt_found+ownership_language+never_say_calm_down	discard	add_never_say_calm_down
15096	5.450	ownership_language	discard	remove_the_feel_felt_found
15097	4.825	the_feel_felt_found+ownership_language+concrete_next_steps	discard	add_concrete_next_steps
15098	5.450	the_feel_felt_found+ownership_language+concrete_next_steps	discard	add_concrete_next_steps
15099	5.438	ownership_language	discard	crossover
15100	4.700	the_feel_felt_found+ownership_language+never_say_calm_down	discard	add_never_say_calm_down
15101	5.112	the_feel_felt_found+ownership_language	discard	tone_change
15102	5.350	the_feel_felt_found	discard	crossover
15103	5.450	the_feel_felt_found+ownership_language	discard	tone_change
15104	5.138	the_feel_felt_found+ownership_language	discard	tone_change
15105	4.925	the_feel_felt_found	discard	crossover
15106	5.250	the_feel_felt_found+ownership_language+casual_professionalism	discard	add_casual_professionalism
15107	5.238	the_feel_felt_found	discard	crossover
15108	5.025	the_feel_felt_found+ownership_language	discard	temp_0.95
15109	5.037	ownership_language	discard	remove_the_feel_felt_found
15110	5.138	the_feel_felt_found+ownership_language	discard	tone_change
15111	4.513	the_feel_felt_found+ownership_language+warmth_injection	discard	add_warmth_injection
15112	5.138	the_feel_felt_found+ownership_language	discard	tone_change
15113	5.325	ownership_language	discard	crossover
15114	4.825	the_feel_felt_found+ownership_language+warmth_injection	discard	add_warmth_injection
15115	5.225	ownership_language	discard	crossover
15116	5.138	the_feel_felt_found+ownership_language+mirroring	discard	add_mirroring
15117	5.550	the_feel_felt_found+ownership_language	discard	tone_change
15118	4.925	the_feel_felt_found+ownership_language+mirroring	discard	add_mirroring
15119	5.325	the_feel_felt_found+ownership_language	discard	tone_change
15120	5.012	ownership_language+emotional_labeling	discard	swap_the_feel_felt_found_for_emotional_labeling
15121	4.925	the_feel_felt_found+warmth_injection	discard	swap_ownership_language_for_warmth_injection
15122	5.425	the_feel_felt_found+ownership_language	discard	temp_0.65
15123	5.450	none	discard	crossover
15124	5.425	the_feel_felt_found+ownership_language	discard	temp_0.85
15125	5.013	the_feel_felt_found+casual_professionalism	discard	swap_ownership_language_for_casual_professionalism
15126	5.237	the_feel_felt_found+proactive_extras	discard	swap_ownership_language_for_proactive_extras
15127	5.325	ownership_language	discard	crossover
15128	5.550	the_feel_felt_found+ownership_language+strategic_agreement	discard	add_strategic_agreement
15129	5.425	the_feel_felt_found+warmth_injection	discard	swap_ownership_language_for_warmth_injection
15130	5.138	the_feel_felt_found+ownership_language	discard	temp_0.85
15131	5.325	the_feel_felt_found+ownership_language+validation_before_solution	discard	add_validation_before_solution
15132	5.325	ownership_language+warmth_injection	discard	swap_the_feel_felt_found_for_warmth_injection
15133	5.650	ownership_language	discard	crossover
15134	5.325	the_feel_felt_found+ownership_language	discard	tone_change
15135	5.450	the_feel_felt_found+ownership_language	discard	temp_0.70
15136	4.725	the_feel_felt_found+ownership_language	discard	temp_0.65
15137	5.125	the_feel_felt_found+ownership_language	discard	temp_0.85
15138	5.338	the_feel_felt_found+ownership_language	discard	crossover
15139	5.450	ownership_language	discard	remove_the_feel_felt_found
15140	5.425	the_feel_felt_found+ownership_language+concrete_next_steps	discard	add_concrete_next_steps
15141	5.138	the_feel_felt_found+ownership_language+genuine_admission	discard	add_genuine_admission
15142	4.713	ownership_language+emotional_labeling	discard	swap_the_feel_felt_found_for_emotional_labeling
15143	5.013	the_feel_felt_found+ownership_language+personal_touch	discard	add_personal_touch
15144	5.325	ownership_language	discard	crossover
15145	5.138	the_feel_felt_found+ownership_language+emotional_labeling	discard	add_emotional_labeling
15146	5.550	the_feel_felt_found+ownership_language+casual_professionalism	discard	add_casual_professionalism
15147	4.837	the_feel_felt_found+ownership_language	discard	tone_change
15148	5.338	the_feel_felt_found+ownership_language	discard	tone_change
15149	5.450	the_feel_felt_found+ownership_language+never_say_calm_down	discard	add_never_say_calm_down
15150	5.450	the_feel_felt_found+ownership_language	discard	crossover
15151	5.550	the_feel_felt_found+energy_matching	discard	swap_ownership_language_for_energy_matching
15152	5.550	the_feel_felt_found+ownership_language+personal_touch	discard	add_personal_touch
15153	5.237	the_feel_felt_found+ownership_language+genuine_admission	discard	add_genuine_admission
15154	5.237	the_feel_felt_found+ownership_language	discard	tone_change
15155	5.013	ownership_language	discard	remove_the_feel_felt_found
15156	5.425	the_feel_felt_found+ownership_language+warmth_injection	discard	add_warmth_injection
15157	5.200	the_feel_felt_found+ownership_language	discard	tone_change
15158	5.450	the_feel_felt_found	discard	crossover
15159	5.325	the_feel_felt_found+ownership_language+validation_before_solution	discard	add_validation_before_solution
15160	5.350	the_feel_felt_found+ownership_language+casual_professionalism	discard	add_casual_professionalism
15161	5.425	ownership_language+casual_professionalism	discard	swap_the_feel_felt_found_for_casual_professionalism
15162	5.237	the_feel_felt_found+ownership_language+proactive_extras	discard	add_proactive_extras
15163	4.825	the_feel_felt_found+ownership_language+personal_touch	discard	add_personal_touch
15164	5.237	the_feel_felt_found+ownership_language+strategic_agreement	discard	add_strategic_agreement
15165	5.450	ownership_language+genuine_admission	discard	swap_the_feel_felt_found_for_genuine_admission
15166	5.013	the_feel_felt_found+validation_before_solution	discard	swap_ownership_language_for_validation_before_solution
15167	5.213	the_feel_felt_found+ownership_language	discard	temp_0.70
15168	5.300	the_feel_felt_found+energy_matching	discard	swap_ownership_language_for_energy_matching
15169	5.750	the_feel_felt_found	discard	crossover
15170	5.650	the_feel_felt_found+ownership_language+personal_touch	discard	add_personal_touch
15171	5.325	the_feel_felt_found+ownership_language+strategic_agreement	discard	add_strategic_agreement
15172	5.650	the_feel_felt_found+ownership_language+never_say_calm_down	discard	add_never_say_calm_down
15173	5.013	the_feel_felt_found+ownership_language+concrete_next_steps	discard	add_concrete_next_steps
15174	5.237	the_feel_felt_found+ownership_language	discard	temp_0.90
15175	5.300	the_feel_felt_found+ownership_language	discard	crossover
15176	5.250	the_feel_felt_found+validation_before_solution	discard	swap_ownership_language_for_validation_before_solution
15177	4.588	ownership_language	discard	crossover
15178	5.550	the_feel_felt_found	discard	crossover
15179	4.888	the_feel_felt_found+ownership_language	discard	crossover
15180	5.013	ownership_language	discard	remove_the_feel_felt_found
15181	5.213	ownership_language+genuine_admission	discard	swap_the_feel_felt_found_for_genuine_admission
15182	4.300	the_feel_felt_found+proactive_extras	discard	swap_ownership_language_for_proactive_extras
15183	5.237	the_feel_felt_found+ownership_language+genuine_admission	discard	add_genuine_admission
15184	5.325	ownership_language+casual_professionalism	discard	swap_the_feel_felt_found_for_casual_professionalism
15185	4.888	the_feel_felt_found+genuine_admission	discard	swap_ownership_language_for_genuine_admission
15186	5.237	the_feel_felt_found+ownership_language+concrete_next_steps	discard	add_concrete_next_steps
15187	5.075	the_feel_felt_found+ownership_language+proactive_extras	discard	add_proactive_extras
15188	5.237	the_feel_felt_found+ownership_language+concrete_next_steps	discard	add_concrete_next_steps
15189	5.525	the_feel_felt_found	discard	crossover
15190	5.650	the_feel_felt_found+ownership_language	discard	temp_0.75
15191	5.425	the_feel_felt_found+ownership_language	discard	tone_change
15192	5.350	the_feel_felt_found+mirroring	discard	swap_ownership_language_for_mirroring
15193	5.350	the_feel_felt_found+ownership_language+emotional_labeling	discard	add_emotional_labeling
15194	5.138	the_feel_felt_found	discard	crossover
15195	5.237	the_feel_felt_found+ownership_language+personal_touch	discard	add_personal_touch
15196	5.437	the_feel_felt_found+ownership_language	discard	tone_change
15197	5.237	ownership_language	discard	remove_the_feel_felt_found
15198	5.113	ownership_language+mirroring	discard	swap_the_feel_felt_found_for_mirroring
15199	5.138	the_feel_felt_found+ownership_language	discard	temp_0.95
15200	5.237	the_feel_felt_found	discard	crossover
15201	5.225	the_feel_felt_found+ownership_language	discard	tone_change
15202	5.325	the_feel_felt_found+genuine_admission	discard	swap_ownership_language_for_genuine_admission
15203	5.013	the_feel_felt_found+ownership_language	discard	temp_0.95
15204	5.550	the_feel_felt_found+ownership_language	discard	crossover
15205	5.238	the_feel_felt_found+ownership_language+never_say_calm_down	discard	add_never_say_calm_down
15206	5.750	ownership_language+emotional_labeling	discard	swap_the_feel_felt_found_for_emotional_labeling
15207	5.112	the_feel_felt_found+ownership_language	discard	tone_change
15208	5.350	the_feel_felt_found+ownership_language+validation_before_solution	discard	add_validation_before_solution
15209	4.825	the_feel_felt_found+ownership_language	discard	tone_change
15210	5.225	the_feel_felt_found+ownership_language	discard	tone_change
15211	5.550	the_feel_felt_found+ownership_language	discard	tone_change
15212	5.450	the_feel_felt_found+ownership_language	discard	tone_change
15213	5.200	ownership_language+genuine_admission	discard	swap_the_feel_felt_found_for_genuine_admission
15214	5.425	the_feel_felt_found+ownership_language	discard	tone_change
15215	5.325	the_feel_felt_found+warmth_injection	discard	swap_ownership_language_for_warmth_injection
15216	5.225	the_feel_felt_found+ownership_language	discard	temp_0.70
15217	5.325	ownership_language+strategic_agreement	discard	swap_the_feel_felt_found_for_strategic_agreement
15218	5.237	the_feel_felt_found+ownership_language+never_say_calm_down	discard	add_never_say_calm_down
15219	5.225	the_feel_felt_found+ownership_language	discard	tone_change
15220	5.138	the_feel_felt_found+ownership_language+genuine_admission	discard	add_genuine_admission
15221	5.450	the_feel_felt_found+ownership_language	discard	tone_change
15222	5.237	the_feel_felt_found+ownership_language	discard	temp_0.75
15223	5.450	the_feel_felt_found+ownership_language	discard	temp_0.90
15224	5.138	none	discard	crossover
15225	5.037	the_feel_felt_found+ownership_language+proactive_extras	discard	add_proactive_extras
15226	4.825	the_feel_felt_found+never_say_calm_down	discard	swap_ownership_language_for_never_say_calm_down
15227	5.138	the_feel_felt_found+ownership_language	discard	temp_0.90
15228	5.200	the_feel_felt_found+ownership_language	discard	crossover
15229	5.450	the_feel_felt_found+ownership_language+validation_before_solution	discard	add_validation_before_solution
15230	5.213	the_feel_felt_found+ownership_language	discard	tone_change
15231	5.237	the_feel_felt_found+ownership_language+never_say_calm_down	discard	add_never_say_calm_down
15232	4.912	none	discard	crossover
15233	5.237	the_feel_felt_found+ownership_language+warmth_injection	discard	add_warmth_injection
15234	5.550	ownership_language	discard	remove_the_feel_felt_found
15235	5.213	the_feel_felt_found+ownership_language	discard	tone_change
15236	5.450	the_feel_felt_found+ownership_language	discard	tone_change
15237	5.138	the_feel_felt_found+ownership_language+validation_before_solution	discard	add_validation_before_solution
15238	5.450	the_feel_felt_found+ownership_language	discard	temp_0.85
15239	5.325	the_feel_felt_found+ownership_language	discard	tone_change
15240	5.325	the_feel_felt_found+ownership_language	discard	tone_change
15241	5.237	the_feel_felt_found+ownership_language	discard	tone_change
15242	5.550	the_feel_felt_found+ownership_language	discard	crossover
15243	5.650	the_feel_felt_found+ownership_language	discard	crossover
15244	4.987	ownership_language	discard	remove_the_feel_felt_found
15245	5.325	the_feel_felt_found+ownership_language	discard	temp_0.90
15246	4.825	the_feel_felt_found+warmth_injection	discard	swap_ownership_language_for_warmth_injection
15247	5.525	ownership_language	discard	crossover
15248	5.112	the_feel_felt_found+ownership_language	discard	tone_change
15249	5.325	the_feel_felt_found+ownership_language	discard	temp_0.70
15250	5.138	the_feel_felt_found+genuine_admission	discard	swap_ownership_language_for_genuine_admission
15251	4.987	the_feel_felt_found+ownership_language+mirroring	discard	add_mirroring
15252	5.025	the_feel_felt_found+mirroring	discard	swap_ownership_language_for_mirroring
15253	4.925	ownership_language	discard	remove_the_feel_felt_found
15254	5.138	the_feel_felt_found+ownership_language	discard	crossover
15255	5.013	the_feel_felt_found+casual_professionalism	discard	swap_ownership_language_for_casual_professionalism
15256	5.650	the_feel_felt_found+ownership_language	discard	tone_change
15257	4.812	the_feel_felt_found+ownership_language	discard	temp_0.95
15258	5.450	the_feel_felt_found+ownership_language	discard	tone_change
15259	5.237	the_feel_felt_found+ownership_language	discard	tone_change
15260	5.013	the_feel_felt_found+ownership_language	discard	tone_change
15261	5.425	the_feel_felt_found+ownership_language+strategic_agreement	discard	add_strategic_agreement
15262	5.425	the_feel_felt_found+ownership_language	discard	temp_0.75
15263	5.300	the_feel_felt_found+ownership_language+never_say_calm_down	discard	add_never_say_calm_down
15264	5.013	ownership_language	discard	crossover
15265	5.550	the_feel_felt_found+ownership_language	discard	temp_0.75
15266	4.513	ownership_language+emotional_labeling	discard	swap_the_feel_felt_found_for_emotional_labeling
15267	5.237	the_feel_felt_found+ownership_language	discard	tone_change
15268	5.025	the_feel_felt_found+ownership_language+concrete_next_steps	discard	add_concrete_next_steps
15269	5.325	the_feel_felt_found+ownership_language	discard	temp_0.65
15270	5.650	the_feel_felt_found+ownership_language	discard	tone_change
15271	5.013	the_feel_felt_found+casual_professionalism	discard	swap_ownership_language_for_casual_professionalism
15272	5.200	the_feel_felt_found+ownership_language	discard	temp_0.90
15273	5.237	ownership_language	discard	remove_the_feel_felt_found
15274	5.013	the_feel_felt_found+ownership_language+validation_before_solution	discard	add_validation_before_solution
15275	5.425	the_feel_felt_found+ownership_language	discard	crossover
15276	5.300	the_feel_felt_found+ownership_language	discard	tone_change
15277	5.238	the_feel_felt_found+ownership_language	discard	crossover
15278	5.338	the_feel_felt_found+ownership_language	discard	temp_0.90
15279	5.300	the_feel_felt_found+ownership_language	discard	crossover
15280	5.238	the_feel_felt_found+ownership_language	discard	tone_change
15281	5.450	the_feel_felt_found+proactive_extras	discard	swap_ownership_language_for_proactive_extras
15282	5.325	the_feel_felt_found+ownership_language+genuine_admission	discard	add_genuine_admission
15283	5.450	the_feel_felt_found+ownership_language	discard	crossover
15284	5.038	the_feel_felt_found+ownership_language+warmth_injection	discard	add_warmth_injection
15285	5.138	the_feel_felt_found+ownership_language	discard	tone_change
15286	5.450	the_feel_felt_found+ownership_language+emotional_labeling	discard	add_emotional_labeling
15287	5.450	the_feel_felt_found+ownership_language	discard	tone_change
15288	5.325	ownership_language+personal_touch	discard	swap_the_feel_felt_found_for_personal_touch
15289	5.113	ownership_language+concrete_next_steps	discard	swap_the_feel_felt_found_for_concrete_next_steps
15290	5.650	the_feel_felt_found+ownership_language+genuine_admission	discard	add_genuine_admission
15291	5.425	the_feel_felt_found	discard	crossover
15292	5.238	none	discard	crossover
15293	5.138	the_feel_felt_found+ownership_language+genuine_admission	discard	add_genuine_admission
15294	5.237	the_feel_felt_found	discard	remove_ownership_language
15295	4.912	the_feel_felt_found+ownership_language+validation_before_solution	discard	add_validation_before_solution
15296	5.300	the_feel_felt_found+ownership_language	discard	temp_0.70
15297	5.237	ownership_language	discard	remove_the_feel_felt_found
15298	5.025	the_feel_felt_found+warmth_injection	discard	swap_ownership_language_for_warmth_injection
15299	5.425	ownership_language	discard	crossover
15300	5.138	the_feel_felt_found+validation_before_solution	discard	swap_ownership_language_for_validation_before_solution
15301	5.013	ownership_language	discard	crossover
15302	5.450	the_feel_felt_found+emotional_labeling	discard	swap_ownership_language_for_emotional_labeling
15303	5.325	the_feel_felt_found+personal_touch	discard	swap_ownership_language_for_personal_touch
15304	5.450	the_feel_felt_found+ownership_language+validation_before_solution	discard	add_validation_before_solution
15305	5.138	the_feel_felt_found+ownership_language+mirroring	discard	add_mirroring
15306	4.925	the_feel_felt_found	discard	crossover
15307	5.138	the_feel_felt_found+ownership_language	discard	tone_change
15308	4.912	the_feel_felt_found+ownership_language+energy_matching	discard	add_energy_matching
15309	5.325	the_feel_felt_found+ownership_language	discard	crossover
15310	5.138	the_feel_felt_found+ownership_language	discard	temp_0.65
15311	5.450	the_feel_felt_found+ownership_language	discard	tone_change
15312	5.338	the_feel_felt_found+ownership_language	discard	temp_0.95
15313	5.112	ownership_language+mirroring	discard	swap_the_feel_felt_found_for_mirroring
15314	5.337	the_feel_felt_found	discard	crossover
15315	5.338	the_feel_felt_found+ownership_language	discard	tone_change
15316	5.138	the_feel_felt_found+validation_before_solution	discard	swap_ownership_language_for_validation_before_solution
15317	5.550	the_feel_felt_found+ownership_language	discard	tone_change
15318	5.237	the_feel_felt_found+ownership_language	discard	crossover
15319	5.550	the_feel_felt_found+ownership_language+warmth_injection	discard	add_warmth_injection
15320	5.237	the_feel_felt_found+ownership_language	discard	temp_0.95
15321	5.300	the_feel_felt_found+ownership_language+emotional_labeling	discard	add_emotional_labeling
15322	5.450	the_feel_felt_found+ownership_language+energy_matching	discard	add_energy_matching
15323	5.113	the_feel_felt_found+ownership_language	discard	tone_change
15324	5.550	the_feel_felt_found+ownership_language	discard	crossover
15325	5.237	the_feel_felt_found+ownership_language	discard	crossover
15326	5.225	the_feel_felt_found	discard	crossover
15327	5.025	the_feel_felt_found+ownership_language	discard	crossover
15328	5.013	the_feel_felt_found+ownership_language	discard	temp_0.75
15329	5.112	the_feel_felt_found+ownership_language	discard	tone_change
15330	5.138	ownership_language+proactive_extras	discard	swap_the_feel_felt_found_for_proactive_extras
15331	5.237	the_feel_felt_found+ownership_language	discard	crossover
15332	5.237	the_feel_felt_found+ownership_language+emotional_labeling	discard	add_emotional_labeling
15333	5.325	the_feel_felt_found+ownership_language	discard	tone_change
15334	5.550	the_feel_felt_found	discard	remove_ownership_language
15335	5.550	the_feel_felt_found+ownership_language+emotional_labeling	discard	add_emotional_labeling
15336	4.888	the_feel_felt_found+ownership_language	discard	tone_change
15337	5.138	the_feel_felt_found	discard	remove_ownership_language
15338	5.325	the_feel_felt_found+ownership_language	discard	crossover
15339	4.912	the_feel_felt_found	discard	crossover
15340	5.138	the_feel_felt_found+ownership_language+genuine_admission	discard	add_genuine_admission
15341	5.338	the_feel_felt_found+ownership_language	discard	temp_0.95
15342	5.013	the_feel_felt_found+ownership_language+proactive_extras	discard	add_proactive_extras
15343	5.237	the_feel_felt_found+ownership_language+emotional_labeling	discard	add_emotional_labeling
15344	5.425	the_feel_felt_found+ownership_language	discard	crossover
15345	5.550	the_feel_felt_found+ownership_language+mirroring	discard	add_mirroring
15346	5.325	the_feel_felt_found+ownership_language	discard	tone_change
15347	5.237	the_feel_felt_found+ownership_language	discard	tone_change
15348	5.237	ownership_language+proactive_extras	discard	swap_the_feel_felt_found_for_proactive_extras
15349	5.450	ownership_language	discard	crossover
15350	5.237	the_feel_felt_found	discard	crossover
15351	5.013	the_feel_felt_found+ownership_language	discard	tone_change
15352	5.550	the_feel_felt_found+ownership_language	discard	tone_change
15353	4.825	ownership_language+genuine_admission	discard	swap_the_feel_felt_found_for_genuine_admission
15354	5.350	ownership_language+warmth_injection	discard	swap_the_feel_felt_found_for_warmth_injection
15355	4.987	the_feel_felt_found+ownership_language	discard	tone_change
15356	5.138	the_feel_felt_found+ownership_language	discard	crossover
15357	5.138	the_feel_felt_found+concrete_next_steps	discard	swap_ownership_language_for_concrete_next_steps
15358	5.425	the_feel_felt_found+genuine_admission	discard	swap_ownership_language_for_genuine_admission
15359	5.437	ownership_language+validation_before_solution	discard	swap_the_feel_felt_found_for_validation_before_solution
15360	5.075	the_feel_felt_found+emotional_labeling	discard	swap_ownership_language_for_emotional_labeling
15361	5.138	the_feel_felt_found+ownership_language	discard	temp_0.85
15362	5.325	the_feel_felt_found+ownership_language	discard	temp_0.65
15363	5.325	the_feel_felt_found	discard	remove_ownership_language
15364	5.450	the_feel_felt_found+ownership_language	discard	crossover
15365	5.238	ownership_language	discard	remove_the_feel_felt_found
15366	5.350	the_feel_felt_found+ownership_language	discard	temp_0.65
15367	5.550	the_feel_felt_found+emotional_labeling	discard	swap_ownership_language_for_emotional_labeling
15368	5.450	the_feel_felt_found+casual_professionalism	discard	swap_ownership_language_for_casual_professionalism
15369	5.550	ownership_language+strategic_agreement	discard	swap_the_feel_felt_found_for_strategic_agreement
15370	5.138	none	discard	crossover
15371	5.138	the_feel_felt_found+ownership_language+mirroring	discard	add_mirroring
15372	5.013	ownership_language+genuine_admission	discard	swap_the_feel_felt_found_for_genuine_admission
15373	5.425	the_feel_felt_found+strategic_agreement	discard	swap_ownership_language_for_strategic_agreement
15374	5.325	the_feel_felt_found+ownership_language	discard	crossover
15375	5.237	the_feel_felt_found+ownership_language	discard	tone_change
15376	5.338	the_feel_felt_found	discard	crossover
15377	5.237	none	discard	crossover
15378	4.700	the_feel_felt_found+ownership_language+strategic_agreement	discard	add_strategic_agreement
15379	4.675	the_feel_felt_found+ownership_language	discard	tone_change
15380	5.550	the_feel_felt_found+ownership_language+validation_before_solution	discard	add_validation_before_solution
15381	5.325	the_feel_felt_found+ownership_language	discard	tone_change
15382	5.450	the_feel_felt_found+ownership_language	discard	temp_0.65
15383	5.450	the_feel_felt_found+ownership_language+mirroring	discard	add_mirroring
15384	5.112	the_feel_felt_found	discard	crossover
15385	5.325	the_feel_felt_found	discard	crossover
15386	4.700	the_feel_felt_found+ownership_language+validation_before_solution	discard	add_validation_before_solution
15387	5.138	the_feel_felt_found+ownership_language	discard	temp_0.65
15388	5.550	ownership_language+strategic_agreement	discard	swap_the_feel_felt_found_for_strategic_agreement
15389	5.550	the_feel_felt_found+ownership_language	discard	tone_change
15390	5.425	the_feel_felt_found+ownership_language	discard	tone_change
15391	5.037	the_feel_felt_found+ownership_language+mirroring	discard	add_mirroring
15392	5.138	the_feel_felt_found+ownership_language+personal_touch	discard	add_personal_touch
15393	5.550	the_feel_felt_found+strategic_agreement	discard	swap_ownership_language_for_strategic_agreement
15394	5.238	the_feel_felt_found+ownership_language	discard	temp_0.70
15395	5.450	the_feel_felt_found+warmth_injection	discard	swap_ownership_language_for_warmth_injection
15396	5.238	the_feel_felt_found+ownership_language	discard	temp_0.65
15397	5.300	the_feel_felt_found	discard	remove_ownership_language
15398	5.237	the_feel_felt_found+never_say_calm_down	discard	swap_ownership_language_for_never_say_calm_down
